ASCII Trace IXXAT MiniMon V3  Version: 1.1.4.4543
Date: 10/01/2017
Start time: 10:22:17
Stop time: 10:23:50
Overruns: 0  Errorframes: 0                                          
Baudrate: -"Time";"Identifier (hex)";"Format";"Flags";"Data (hex)"
"00:00:23.136";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:23.137";"101";"Std";"";"E6 02 7F FB 81 22 00 00"
"00:00:23.139";"1B00004B";"Ext";"";"4B 00 04 01 11 00 00 01"
"00:00:23.140";"6B4";"Std";"";"02 4D 35 31 31 39 38 35"
"00:00:23.140";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:23.140";"1B00000C";"Ext";"";"0C 00 04 01 01 00 00 00"
"00:00:23.141";"40";"Std";"";"F9 03 00 00 C1 00 00 00"
"00:00:23.146";"3DC";"Std";"";"E0 00 14 0B 00 05 00 00"
"00:00:23.147";"FD";"Std";"";"CE D2 1F 80 00 00 00 00"
"00:00:23.148";"65D";"Std";"";"A3 22 2B 10 00 00 62 7A"
"00:00:23.149";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.151";"107";"Std";"";"00 00 FE F3 80 12 38 41"
"00:00:23.154";"30B";"Std";"";"10 2D 81 00 08 00 00 10"
"00:00:23.156";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:23.157";"101";"Std";"";"82 03 7F FB 81 22 00 00"
"00:00:23.158";"64A";"Std";"";"00 00 00 00"
"00:00:23.159";"1A555521";"Ext";"";"00 00 0A 00 00 00 00 00"
"00:00:23.160";"391";"Std";"";"34 7B 22 3E 00 27 00 20"
"00:00:23.161";"3C7";"Std";"";"FD 00 00 00 00 40 A0 00"
"00:00:23.165";"32A";"Std";"";"B4 09 00 00 48 02 00 00"
"00:00:23.166";"116";"Std";"";"2A 02 00 00 00 00 00 FF"
"00:00:23.168";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:23.168";"FD";"Std";"";"BB D3 1F 80 00 00 00 00"
"00:00:23.168";"31B";"Std";"";"D1 07 00 00 00 00 00 00"
"00:00:23.169";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.170";"31E";"Std";"";"EE EA 3F 00 00 00 00 00"
"00:00:23.172";"107";"Std";"";"00 00 FE F3 80 12 3C 41"
"00:00:23.174";"17330110";"Ext";"";"30 7C 01 01 FF FF"
"00:00:23.175";"592";"Std";"";"00 20 00 00 00 00 00 00"
"00:00:23.177";"101";"Std";"";"D4 04 7F FB 81 20 00 00"
"00:00:23.179";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:23.179";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:23.179";"17F0004B";"Ext";"";"20 4B 00 00 00 00 00 00"
"00:00:23.185";"17330810";"Ext";"";"C1 07 00 00 00 00 FF 00"
"00:00:23.187";"FD";"Std";"";"2D D4 1F 80 00 00 00 00"
"00:00:23.189";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.190";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:23.191";"107";"Std";"";"00 00 FE F3 80 12 40 41"
"00:00:23.191";"40";"Std";"";"EA 04 00 00 C1 00 00 00"
"00:00:23.192";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:23.193";"520";"Std";"";"71 0D 00 08 00 0A 00 00"
"00:00:23.196";"3DC";"Std";"";"E0 00 12 0B 00 05 00 00"
"00:00:23.197";"101";"Std";"";"8F 05 7F FB 81 25 00 00"
"00:00:23.201";"1B00004A";"Ext";"";"4A 00 04 01 11 00 00 01"
"00:00:23.201";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:23.201";"3E5";"Std";"";"7B 11 00 00 00 00 00 00"
"00:00:23.204";"30B";"Std";"";"10 2E 81 00 08 00 00 10"
"00:00:23.206";"663";"Std";"";"60 28 20 0E 16 A4 1E 00"
"00:00:23.207";"FD";"Std";"";"B7 D5 1F 80 00 00 00 00"
"00:00:23.208";"17330710";"Ext";"";"31 CE 00 01"
"00:00:23.209";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.211";"107";"Std";"";"00 00 FE F3 80 12 44 41"
"00:00:23.211";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:23.212";"1B000031";"Ext";"";"31 00 04 03 01 00 00 00"
"00:00:23.215";"32A";"Std";"";"18 0A 00 00 48 02 00 00"
"00:00:23.216";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:23.217";"101";"Std";"";"D3 06 7F FB 81 26 00 00"
"00:00:23.218";"31B";"Std";"";"D3 08 00 00 00 00 00 00"
"00:00:23.219";"31E";"Std";"";"C8 EB 3F 00 00 00 00 00"
"00:00:23.220";"1B000046";"Ext";"";"46 00 04 01 01 00 00 00"
"00:00:23.223";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:23.223";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:23.224";"530";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.224";"5E9";"Std";"";"00 22 02 00 00 00 00 00"
"00:00:23.224";"668";"Std";"";"02 00 00 00 00 00 00 00"
"00:00:23.226";"3DA";"Std";"";"22 08 00 00 00 C8 01 00"
"00:00:23.227";"FD";"Std";"";"A5 D6 1F 80 00 00 00 00"
"00:00:23.229";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.229";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:23.231";"107";"Std";"";"00 00 FE F3 80 12 48 41"
"00:00:23.231";"670";"Std";"";"14 10 00 00 FE 00 00 80"
"00:00:23.234";"3C0";"Std";"";"BB 06 03 00"
"00:00:23.234";"3D5";"Std";"";"98 0F 00 04 00 00 00 00"
"00:00:23.234";"3D6";"Std";"";"0F 00 00 00 00 00 00 00"
"00:00:23.234";"583";"Std";"";"00 10 80 00 00 44 40 00"
"00:00:23.234";"584";"Std";"";"15 05 00 00 00 00"
"00:00:23.235";"5A0";"Std";"";"00 06 80 20 78"
"00:00:23.235";"5E1";"Std";"";"A3 2A 00 60 FE 00 00 00"
"00:00:23.235";"5F0";"Std";"";"64 00 64 00 00 64 00 00"
"00:00:23.235";"17330810";"Ext";"";"C2 00 00 00 FF 00 00 00"
"00:00:23.236";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:23.237";"101";"Std";"";"02 07 7F FB 81 27 00 00"
"00:00:23.239";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:23.241";"40";"Std";"";"8E 05 00 00 C1 00 00 00"
"00:00:23.244";"551";"Std";"";"F1 22 0C 00 00 00 00 00"
"00:00:23.246";"3DC";"Std";"";"E0 00 20 0B 00 05 00 00"
"00:00:23.247";"17333410";"Ext";"";"3D 02 03 01 34 00 03 02"
"00:00:23.247";"FD";"Std";"";"9F D7 1F 80 00 00 00 00"
"00:00:23.249";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.251";"107";"Std";"";"00 00 FE F3 80 12 4D 41"
"00:00:23.254";"30B";"Std";"";"10 2F 81 00 08 00 00 10"
"00:00:23.256";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:23.257";"101";"Std";"";"F5 08 7F FB 81 26 00 00"
"00:00:23.260";"391";"Std";"";"35 7B 22 3F 00 27 00 20"
"00:00:23.261";"3C7";"Std";"";"14 00 00 00 00 40 A0 00"
"00:00:23.263";"1B000010";"Ext";"";"10 00 04 01 19 00 00 00"
"00:00:23.264";"32A";"Std";"";"7C 0B 00 00 48 02 00 00"
"00:00:23.265";"1B000032";"Ext";"";"32 00 04 01 01 00 00 00"
"00:00:23.267";"FD";"Std";"";"58 D8 1F 80 00 00 00 00"
"00:00:23.268";"31B";"Std";"";"52 09 00 00 00 00 00 00"
"00:00:23.269";"31E";"Std";"";"6B EC 3F 00 00 00 00 00"
"00:00:23.269";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.271";"107";"Std";"";"00 00 FE F3 80 12 51 41"
"00:00:23.275";"17F00032";"Ext";"";"20 32 00 00 00 00 00 00"
"00:00:23.276";"5F5";"Std";"";"FE 07 F8 1F 00 FF DF FF"
"00:00:23.277";"101";"Std";"";"91 09 7F FB 81 26 00 00"
"00:00:23.278";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:23.279";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:23.284";"650";"Std";"";"00 27 44 00 00 00 00 00"
"00:00:23.284";"481";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.284";"484";"Std";"";"E8 A3 8F 3E FA E8 03 40"
"00:00:23.284";"394";"Std";"";"C5 11 00 10 00 00 00 00"
"00:00:23.285";"485";"Std";"";"00 06 40 28 3F D2 74 58"
"00:00:23.285";"17330810";"Ext";"";"C3 00 FF 00 00 00 00 FF"
"00:00:23.285";"486";"Std";"";"B3 45 68 B1 61 44 96 01"
"00:00:23.286";"1A5554A8";"Ext";"";"C5 76 FF FF 3F D2 74 58"
"00:00:23.287";"FD";"Std";"";"6A D9 1F 80 00 00 00 00"
"00:00:23.289";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.290";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:23.291";"107";"Std";"";"00 00 FE F3 80 12 55 41"
"00:00:23.291";"40";"Std";"";"22 06 00 00 C1 00 00 00"
"00:00:23.292";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:23.295";"1B000014";"Ext";"";"14 00 04 01 01 00 00 00"
"00:00:23.296";"3DC";"Std";"";"E0 00 20 0B 00 05 00 00"
"00:00:23.297";"101";"Std";"";"3D 0A 7F FB 81 26 00 00"
"00:00:23.301";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:23.301";"3E5";"Std";"";"A6 12 00 00 00 00 00 00"
"00:00:23.301";"17F0004A";"Ext";"";"20 4A 00 00 00 00 00 00"
"00:00:23.302";"17F00031";"Ext";"";"20 00 00 00 00 00 00 00"
"00:00:23.304";"30B";"Std";"";"10 20 81 00 08 00 00 10"
"00:00:23.304";"5F2";"Std";"";"00 00"
"00:00:23.306";"663";"Std";"";"60 28 20 0E 15 A4 1E 00"
"00:00:23.307";"FD";"Std";"";"26 DA 1F 80 00 00 00 00"
"00:00:23.309";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.311";"107";"Std";"";"00 00 FE F3 80 12 59 41"
"00:00:23.311";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:23.314";"32A";"Std";"";"6F 0C 00 00 48 02 00 00"
"00:00:23.315";"17331110";"Ext";"";"34 4E 05"
"00:00:23.316";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:23.317";"101";"Std";"";"59 0B 7F FB 81 26 00 00"
"00:00:23.317";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:23.318";"31B";"Std";"";"08 0A 00 00 00 00 00 00"
"00:00:23.319";"31E";"Std";"";"C2 ED 3F 00 00 00 00 00"
"00:00:23.323";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:23.323";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:23.323";"5EA";"Std";"";"00 00 00 36 F8 FE FB FF"
"00:00:23.324";"5EB";"Std";"";"00 00 FE FE FB 0F 80 FF"
"00:00:23.324";"17F00046";"Ext";"";"20 46 00 00 00 00 00 80"
"00:00:23.324";"1A55552B";"Ext";"";"00 00 00 00 00 00 00 00"
"00:00:23.325";"6B5";"Std";"";"FD 83 FD 03 FD 00 FD 07"
"00:00:23.326";"3DA";"Std";"";"22 08 00 00 00 C8 01 00"
"00:00:23.327";"FD";"Std";"";"09 DB 1F 80 00 00 00 00"
"00:00:23.329";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.329";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:23.331";"107";"Std";"";"00 00 FE F3 80 12 5D 41"
"00:00:23.333";"1B00000E";"Ext";"";"0E 00 04 01 09 08 0E 00"
"00:00:23.334";"3C0";"Std";"";"0E 07 03 00"
"00:00:23.334";"3D5";"Std";"";"C8 00 00 04 00 00 00 00"
"00:00:23.334";"3D6";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.334";"588";"Std";"";"00 00 00 1E 00 00 00 00"
"00:00:23.335";"5BB";"Std";"";"FE FE 00 00 00 00 00 00"
"00:00:23.335";"5F4";"Std";"";"00 00 64 00 80 00 40 00"
"00:00:23.335";"17330810";"Ext";"";"C4 00 00 00 00 FF 00 00"
"00:00:23.335";"17F0000E";"Ext";"";"20 0E 00 00 00 00 00 80"
"00:00:23.336";"64E";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.336";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:23.336";"6B0";"Std";"";"5D 02 BE 02 8D 74"
"00:00:23.337";"101";"Std";"";"DF 0C 80 FB 81 26 00 00"
"00:00:23.338";"1B00004B";"Ext";"";"4B 00 04 01 11 00 00 01"
"00:00:23.340";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:23.340";"6B4";"Std";"";"00 46 90 93 FC 33 56 57"
"00:00:23.340";"1B00000C";"Ext";"";"0C 00 04 01 01 00 00 00"
"00:00:23.341";"40";"Std";"";"46 07 00 00 C1 00 00 00"
"00:00:23.346";"3DC";"Std";"";"E0 00 32 0B 00 05 00 00"
"00:00:23.347";"FD";"Std";"";"90 DC 1F 80 00 00 00 00"
"00:00:23.349";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.351";"107";"Std";"";"00 00 FE F3 80 12 62 41"
"00:00:23.354";"30B";"Std";"";"10 21 81 00 08 00 00 10"
"00:00:23.356";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:23.357";"101";"Std";"";"BB 0D 80 FB 81 26 00 00"
"00:00:23.360";"391";"Std";"";"36 7B 23 40 00 27 00 20"
"00:00:23.361";"3C7";"Std";"";"FD 00 00 00 00 40 A0 00"
"00:00:23.364";"32A";"Std";"";"0B 0D 00 00 48 02 00 00"
"00:00:23.365";"17331110";"Ext";"";"44 51 17 1B 28"
"00:00:23.366";"116";"Std";"";"0C 0C 00 00 00 00 00 FF"
"00:00:23.367";"FD";"Std";"";"19 DD 1F 80 00 00 00 00"
"00:00:23.368";"31B";"Std";"";"C7 0B 00 00 00 00 00 00"
"00:00:23.369";"31E";"Std";"";"B7 EE 3F 00 00 00 00 00"
"00:00:23.369";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.371";"107";"Std";"";"00 00 FE F3 80 12 66 41"
"00:00:23.375";"592";"Std";"";"00 20 00 00 00 00 00 00"
"00:00:23.377";"101";"Std";"";"56 0E 80 FB 81 29 00 00"
"00:00:23.378";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:23.379";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:23.384";"17330810";"Ext";"";"C5 00 00"
"00:00:23.387";"FD";"Std";"";"E6 DE 1F 80 00 00 00 00"
"00:00:23.389";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.389";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:23.391";"107";"Std";"";"00 00 FE F3 80 12 6A 41"
"00:00:23.391";"40";"Std";"";"04 08 00 00 C1 00 00 00"
"00:00:23.393";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:23.394";"520";"Std";"";"DD 0E 00 08 00 0A 00 00"
"00:00:23.396";"3DC";"Std";"";"E0 00 3A 0B 00 05 00 00"
"00:00:23.397";"101";"Std";"";"66 0F 80 FA 81 29 00 00"
"00:00:23.401";"1B00004A";"Ext";"";"4A 00 04 01 11 00 00 01"
"00:00:23.401";"5F7";"Std";"";"00 FF FB DF FF FE FF FF"
"00:00:23.401";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:23.401";"3E5";"Std";"";"F2 13 00 00 00 00 00 00"
"00:00:23.404";"30B";"Std";"";"10 22 81 00 08 00 00 10"
"00:00:23.406";"663";"Std";"";"60 28 20 0E 14 A4 1E 00"
"00:00:23.407";"FD";"Std";"";"71 DF 1F 80 00 00 00 00"
"00:00:23.409";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.411";"107";"Std";"";"00 00 FE F3 00 13 6E 41"
"00:00:23.411";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:23.412";"1B000031";"Ext";"";"31 00 04 03 01 00 00 00"
"00:00:23.414";"32A";"Std";"";"A7 0E 00 00 48 02 00 00"
"00:00:23.416";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:23.417";"101";"Std";"";"EF 00 80 FA 81 22 00 00"
"00:00:23.418";"31B";"Std";"";"FE 0C 00 00 00 00 00 00"
"00:00:23.419";"31E";"Std";"";"5E EF 3F 00 00 00 00 00"
"00:00:23.420";"1B000046";"Ext";"";"46 00 04 01 01 00 00 00"
"00:00:23.423";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:23.423";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:23.423";"530";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.424";"5E9";"Std";"";"00 22 02 00 00 00 00 00"
"00:00:23.424";"668";"Std";"";"02 00 00 00 00 00 00 00"
"00:00:23.426";"3DA";"Std";"";"22 08 00 00 00 D0 01 00"
"00:00:23.427";"FD";"Std";"";"0B D0 1F 80 00 00 00 00"
"00:00:23.429";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.429";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:23.431";"107";"Std";"";"00 00 FE F3 00 13 73 41"
"00:00:23.433";"3C0";"Std";"";"4F 08 03 00"
"00:00:23.434";"3D5";"Std";"";"9F 01 00 04 00 00 00 00"
"00:00:23.434";"3D6";"Std";"";"01 00 00 00 00 00 00 00"
"00:00:23.434";"583";"Std";"";"00 10 80 00 00 44 40 00"
"00:00:23.434";"584";"Std";"";"E9 06 00 00 00 00"
"00:00:23.434";"5A0";"Std";"";"00 05 80 20 78"
"00:00:23.435";"5E1";"Std";"";"A3 2A 00 60 FE 00 00 00"
"00:00:23.435";"5F0";"Std";"";"64 00 64 00 00 64 00 00"
"00:00:23.436";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:23.437";"101";"Std";"";"D1 01 7F FA 81 24 00 00"
"00:00:23.439";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:23.441";"40";"Std";"";"60 09 00 00 C1 00 00 00"
"00:00:23.442";"656";"Std";"";"00 30 0A 00 00 00 00 00"
"00:00:23.444";"394";"Std";"";"8B 12 00 10 00 00 00 00"
"00:00:23.444";"551";"Std";"";"F1 22 0C 00 00 00 00 00"
"00:00:23.446";"3DC";"Std";"";"E0 00 36 0B 00 05 00 00"
"00:00:23.447";"FD";"Std";"";"01 D1 1F 80 00 00 00 00"
"00:00:23.449";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.450";"17F0000C";"Ext";"";"20 0C 00 00 00 00 00 00"
"00:00:23.451";"107";"Std";"";"00 00 FE F3 00 13 77 41"
"00:00:23.454";"30B";"Std";"";"10 23 81 00 08 00 00 10"
"00:00:23.454";"65E";"Std";"";"00 00 04 02 00 00 00 00"
"00:00:23.455";"17F00014";"Ext";"";"20 14 00 00 00 00 00 00"
"00:00:23.456";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:23.457";"101";"Std";"";"6C 02 7F FB 81 26 00 00"
"00:00:23.460";"640";"Std";"";"02 8E 7B AD 75 20 08 00"
"00:00:23.461";"391";"Std";"";"36 7B 23 40 00 27 00 20"
"00:00:23.461";"3C7";"Std";"";"14 00 00 00 00 40 A0 00"
"00:00:23.463";"1B000010";"Ext";"";"10 00 04 01 19 00 00 00"
"00:00:23.464";"32A";"Std";"";"C3 0F 00 00 48 02 00 00"
"00:00:23.465";"1B000032";"Ext";"";"32 00 04 01 01 00 00 00"
"00:00:23.467";"FD";"Std";"";"CE D2 1F 80 00 00 00 00"
"00:00:23.467";"462";"Std";"";"00 00 38 00 00 01 00 00"
"00:00:23.468";"31B";"Std";"";"F5 0D 00 00 00 00 00 00"
"00:00:23.468";"31E";"Std";"";"CD E0 3F 00 00 00 00 00"
"00:00:23.469";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.470";"107";"Std";"";"00 00 FE F3 00 13 7B 41"
"00:00:23.477";"101";"Std";"";"28 03 80 FB 81 27 00 00"
"00:00:23.478";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:23.478";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:23.487";"FD";"Std";"";"BB D3 1F 80 00 00 00 00"
"00:00:23.487";"486";"Std";"";"B3 45 68 B1 61 44 96 01"
"00:00:23.488";"484";"Std";"";"E8 A3 8F 3E FA E8 03 40"
"00:00:23.488";"485";"Std";"";"00 06 40 28 3F D2 74 58"
"00:00:23.489";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.490";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:23.491";"40";"Std";"";"CC 0A 00 00 C1 00 00 00"
"00:00:23.491";"107";"Std";"";"00 00 FE F3 00 13 7F 41"
"00:00:23.492";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:23.494";"1B000014";"Ext";"";"14 00 04 01 01 00 00 00"
"00:00:23.496";"3DC";"Std";"";"E0 00 42 0B 00 05 00 00"
"00:00:23.497";"101";"Std";"";"8E 04 80 FB 81 26 00 00"
"00:00:23.501";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:23.501";"3E5";"Std";"";"A3 14 00 00 00 00 00 00"
"00:00:23.504";"30B";"Std";"";"10 24 81 00 08 00 00 10"
"00:00:23.504";"5F2";"Std";"";"00 00"
"00:00:23.506";"663";"Std";"";"60 28 20 0E 15 A5 1F 00"
"00:00:23.507";"FD";"Std";"";"2D D4 1F 80 00 00 00 00"
"00:00:23.509";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.511";"107";"Std";"";"00 00 FE F3 00 13 84 41"
"00:00:23.511";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:23.514";"32A";"Std";"";"81 00 00 00 48 02 00 00"
"00:00:23.516";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:23.517";"101";"Std";"";"EA 05 80 FB 81 26 00 00"
"00:00:23.518";"31B";"Std";"";"B0 0E 00 00 00 00 00 00"
"00:00:23.519";"31E";"Std";"";"07 E1 3F 00 00 00 00 00"
"00:00:23.523";"3B5";"Std";"";"00 FE 20 02 0C 00 20 00"
"00:00:23.523";"3E9";"Std";"";"FE F8 DF FF 00 00 00 00"
"00:00:23.526";"3DA";"Std";"";"22 08 00 00 00 D0 01 00"
"00:00:23.526";"569";"Std";"";"00 00 00 3E F8 10 00 00"
"00:00:23.527";"FD";"Std";"";"B7 D5 1F 80 00 00 00 00"
"00:00:23.529";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.529";"3BE";"Std";"";"00 10 E7 01 C8 80 0C 80"
"00:00:23.531";"107";"Std";"";"00 00 FE F3 00 13 88 41"
"00:00:23.533";"1B00000E";"Ext";"";"0E 00 04 01 09 08 0E 00"
"00:00:23.533";"3C0";"Std";"";"FA 09 03 00"
"00:00:23.534";"3D5";"Std";"";"5E 02 00 04 00 00 00 00"
"00:00:23.534";"3D6";"Std";"";"02 00 00 00 00 00 00 00"
"00:00:23.536";"3EB";"Std";"";"E0 00 00 FE 00 00 00 00"
"00:00:23.537";"101";"Std";"";"D3 06 7F FB 81 26 00 00"
"00:00:23.538";"1B00004B";"Ext";"";"4B 00 04 01 11 00 00 01"
"00:00:23.539";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:23.539";"6B4";"Std";"";"01 4C 56 36 41 55 33 48"
"00:00:23.540";"1B00000C";"Ext";"";"0C 00 04 01 01 00 00 00"
"00:00:23.541";"40";"Std";"";"A8 0B 00 00 C1 00 00 00"
"00:00:23.545";"17333110";"Ext";"";"3C 5E 00"
"00:00:23.546";"3DC";"Std";"";"E0 00 46 0B 00 05 00 00"
"00:00:23.547";"FD";"Std";"";"A5 D6 1F 80 00 00 00 00"
"00:00:23.549";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.551";"107";"Std";"";"00 00 FE F3 00 13 8C 41"
"00:00:23.554";"30B";"Std";"";"10 25 81 00 08 00 00 10"
"00:00:23.556";"5AC";"Std";"";"00 00 FF FE FE F7 07 00"
"00:00:23.557";"101";"Std";"";"B7 07 7F FB 81 26 00 00"
"00:00:23.560";"647";"Std";"";"B8 F2 FF 7F 00 00 00 62"
"00:00:23.561";"391";"Std";"";"37 7B 23 41 00 28 00 20"
"00:00:23.561";"3C7";"Std";"";"FD 00 00 00 00 40 A0 00"
"00:00:23.564";"32A";"Std";"";"E5 01 00 00 48 02 00 00"
"00:00:23.566";"116";"Std";"";"95 06 00 00 00 00 00 FF"
"00:00:23.567";"FD";"Std";"";"9F D7 1F 80 00 00 00 00"
"00:00:23.568";"31B";"Std";"";"74 0F 00 00 00 00 00 00"
"00:00:23.568";"31E";"Std";"";"BD E2 3F 00 00 00 00 00"
"00:00:23.569";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.571";"107";"Std";"";"00 00 FE F3 00 13 91 41"
"00:00:23.575";"592";"Std";"";"00 20 00 00 00 00 00 00"
"00:00:23.577";"101";"Std";"";"CA 08 7F FB 81 23 00 00"
"00:00:23.578";"3CF";"Std";"";"00 00 00 00 84 00 00 01"
"00:00:23.578";"3D1";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:23.587";"FD";"Std";"";"58 D8 1F 80 00 00 00 00"
"00:00:23.589";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.589";"32F";"Std";"";"00 7F 00 00 00 00 00 00"
"00:00:23.591";"40";"Std";"";"BB 0C 00 00 C1 00 00 00"
"00:00:23.591";"107";"Std";"";"00 00 FE F3 00 13 95 41"
"00:00:23.592";"3D8";"Std";"";"00 00 08 00 00 00 00 00"
"00:00:23.593";"520";"Std";"";"B9 0F 00 08 00 0A 00 00"
"00:00:23.595";"3DC";"Std";"";"E0 00 48 0B 00 05 00 00"
"00:00:23.597";"101";"Std";"";"CB 09 80 FB 81 20 00 00"
"00:00:23.601";"1B00004A";"Ext";"";"4A 00 04 01 11 00 00 01"
"00:00:23.601";"3D0";"Std";"";"00 00 00 C1 80 00 00 00"
"00:00:23.601";"3E5";"Std";"";"E2 15 00 00 00 00 00 00"
"00:00:23.604";"394";"Std";"";"60 13 00 10 00 00 00 00"
"00:00:23.604";"30B";"Std";"";"10 26 81 00 08 00 00 10"
"00:00:23.606";"663";"Std";"";"60 28 20 0E 16 A5 1F 00"
"00:00:23.606";"17333111";"Ext";"";"90 1F 4C 55 09 31 30 36"
"00:00:23.607";"FD";"Std";"";"6A D9 1F 80 00 00 00 00"
"00:00:23.609";"147";"Std";"";"00 00 00 00 00 00 00 00"
"00:00:23.610";"107";"Std";"";"00 00 FE F3 00 13 99 41"
"00:00:23.611";"3CE";"Std";"";"00 00 00 00 84 00 00 00"
"00:00:23.612";"1B000031";"Ext";"";"31 00 04 03 01 00 00 00"
"00:00:23.614";"32A";"Std";"";"49 02 00 00 48 02 00 00"
"00:00:23.615";"48B";"Std";"";"00 00 00 00 00 80 03 00"
"00:00:23.616";"17333111";"Ext";"";"D0 2E 33 20 EF A1 8A 00"
"00:00:23.617";"101";"Std";"";"86 0A 80 FA 81 21 00 00"
