pgn,byte_1,byte_2,byte_3,byte_4,byte_5,byte_6,byte_7,byte_8
259,12,0,3,232,0,0,9,141
278,0,0,0,0,0,0,9,255
252,0,0,0,0,0,0,8,226
500,64,0,3,192,0,0,12,87
501,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0
255,0,29,99,172,117,128,8,250
222,27,28,151,208,0,5,0,0
240,255,192,0,81,95,248,13,228
260,0,0,0,6,0,0,13,226
503,0,0,0,216,0,0,0,0
256,78,177,214,58,192,0,8,160
511492081,3,68,0,2,0,0,0,5
511492082,255,244,0,0,0,20,0,0
511492084,42,0,0,0,0,0,0,0
511492077,0,0,0,0,255,253,0,0
511492080,0,0,0,6,24,0,0,0
751,15,112,0,0,0,0,0,0
511492083,0,0,147,206,0,0,0,0
250,64,32,0,0,80,8,0,222
2000,0,0,0,0,0,0,0,0
251,0,14,157,100,0,0,9,137
244,26,144,0,0,0,0,9,154
238,0,0,0,0,0,0,11,197
254,128,8,9,127,240,50,10,44
257,0,0,0,0,31,192,10,101
259,12,0,3,232,0,0,10,170
278,0,0,0,0,0,0,10,216
252,0,0,0,0,0,0,9,255
497,255,0,0,0,0,0,0,0
498,0,64,0,0,0,0,5,51
255,0,29,99,172,117,128,9,231
222,27,28,151,208,1,24,0,0
240,255,192,0,81,95,248,14,195
260,0,0,0,6,0,0,14,197
762,0,10,108,0,0,0,0,0
1046,2,52,50,57,0,0,0,0
496,0,31,224,0,0,0,0,0
256,78,177,214,58,192,0,9,189
504,64,255,128,0,0,0,0,254
495,136,0,0,0,0,0,3,94
511492083,0,0,147,206,0,0,0,0
511492081,3,68,0,2,0,0,0,5
511492084,42,0,0,0,0,0,0,0
1047,175,100,12,64,0,0,0,0
511492080,0,0,0,6,24,0,0,0
511492077,0,0,0,0,0,0,0,0
511492082,255,244,0,0,0,20,0,0
250,64,32,0,0,88,8,0,210
251,0,14,157,100,0,0,10,174
244,26,144,0,0,0,0,10,189
238,0,0,0,0,0,0,12,150
254,128,8,9,128,0,50,11,31
257,0,0,0,0,31,192,11,120
259,12,0,3,232,0,0,11,183
278,0,0,0,0,0,0,11,197
252,0,0,0,0,0,0,10,216
500,64,0,3,192,0,0,13,74
501,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0
255,0,29,99,172,117,128,10,192
222,27,27,151,208,2,203,0,0
240,255,192,0,81,95,248,15,222
260,0,0,0,6,0,0,15,216
503,0,0,0,216,0,0,0,0
256,78,177,214,58,192,0,10,154
511492081,3,68,0,2,0,0,0,5
511492082,255,244,0,0,0,20,0,0
598,8,0,0,127,196,0,0,0
511492084,42,0,0,0,0,0,0,0
511492077,0,0,0,0,0,0,0,0
511492080,0,0,0,6,24,0,0,0
749,122,0,0,0,0,0,0,0
511492083,0,0,147,206,0,0,0,0
250,64,32,0,0,96,8,0,246
244,26,144,0,0,0,0,11,160
251,0,14,157,100,0,0,11,179
2000,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,13,139
254,128,8,9,128,0,50,12,76
257,0,0,0,0,31,192,12,43
259,12,0,3,232,0,0,12,228
278,0,0,0,0,0,0,12,150
252,0,0,0,0,0,0,11,197
497,255,0,0,0,0,0,0,0
498,0,64,0,0,0,0,6,20
1048,0,0,4,133,0,0,0,0
1199,0,0,0,0,0,0,0,0
255,0,29,99,172,117,128,11,221
222,27,28,151,208,3,34,0,0
240,255,192,0,81,95,248,0,101
260,0,0,0,6,0,0,0,99
762,0,11,113,0,0,0,0,0
1049,99,0,0,12,12,0,0,0
496,0,31,224,0,0,0,0,0
256,78,177,214,58,192,0,11,135
504,64,255,128,0,0,0,1,227
511492081,3,68,0,2,0,0,0,5
495,136,0,0,0,0,0,4,13
511492083,0,0,147,206,0,0,0,0
511492084,42,0,0,0,0,0,0,0
511492077,0,0,0,0,0,0,0,0
511492080,0,0,0,6,24,0,0,0
511492082,255,244,0,0,0,20,0,0
400,0,16,0,0,0,0,0,30
250,64,32,0,0,104,8,0,250
251,0,14,157,100,0,0,12,224
244,26,144,0,0,0,0,12,243
238,0,0,0,0,0,0,14,172
254,128,8,9,128,0,50,13,81
257,0,0,0,0,31,192,13,54
259,12,0,3,232,0,0,13,249
278,0,0,0,0,0,0,13,139
252,0,0,0,0,0,0,12,150
500,64,0,3,192,0,0,14,109
501,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0
255,0,29,99,172,117,128,12,142
240,255,192,0,81,95,248,1,120
222,27,28,151,208,4,113,0,0
260,0,0,0,6,0,0,1,126
503,0,0,0,216,0,0,0,0
256,78,177,214,58,192,0,12,212
511492081,3,68,0,2,0,0,0,5
511492082,255,244,0,0,0,20,0,0
511492084,42,0,0,0,0,0,0,0
511492077,0,0,0,0,0,0,0,0
1051,34,128,0,0,1,48,0,0
511492080,0,0,0,6,24,0,0,0
511492083,0,0,147,206,0,0,0,0
250,64,32,0,0,112,8,0,238
251,0,14,157,100,0,0,13,253
244,26,144,0,0,0,0,13,238
748,0,0,0,0,0,0,0,0
2000,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,15,177
254,128,8,9,128,0,50,14,118
257,0,0,0,0,31,192,14,17
259,12,0,3,232,0,0,14,222
278,0,0,0,0,0,0,14,172
252,0,0,0,0,0,0,13,139
497,255,0,0,0,0,0,0,0
498,0,64,0,0,0,0,7,9
255,0,29,99,172,117,128,13,147
222,27,28,151,208,5,108,0,0
240,255,192,0,81,95,248,2,95
260,0,0,0,6,0,0,2,89
762,0,12,34,0,0,0,0,0
496,0,31,224,0,0,0,0,0
256,78,177,214,58,192,0,13,201
504,64,255,128,0,0,0,2,196
511492081,3,68,0,2,0,0,0,5
495,136,0,0,0,0,0,5,16
511492083,0,0,147,206,0,0,0,0
511492084,42,0,0,0,0,0,0,0
751,15,112,0,0,0,0,0,0
1846,8,50,25,0,0,0,0,0
511492077,0,0,0,0,0,0,0,0
511492080,0,0,0,6,24,0,0,0
511492082,255,244,0,0,0,20,0,0
250,64,32,0,0,120,8,0,226
251,0,14,157,100,0,0,14,218
244,26,144,0,0,0,0,14,201
238,0,0,0,0,0,0,0,10
254,128,8,9,128,0,50,15,107
257,0,0,0,0,31,192,15,12
259,12,0,3,232,0,0,15,195
278,0,0,0,0,0,0,15,177
252,0,0,0,0,0,0,14,172
500,64,0,3,192,0,0,15,112
501,0,0,0,0,0,0,0,0
506,0,0,0,0,0,0,0,0
599,0,30,48,67,24,192,0,0
255,0,29,99,172,117,128,14,180
222,27,28,151,208,6,75,0,0
240,255,192,0,81,95,248,3,66
260,0,0,0,6,0,0,3,68
503,0,0,0,216,0,0,0,0
1050,2,100,0,168,0,0,0,0
256,78,177,214,58,192,0,14,238
511492081,3,68,0,2,0,0,0,5
511492082,255,244,0,0,0,20,0,0
511492084,42,0,0,0,0,0,0,0
511492077,0,0,0,0,0,0,0,0
511492080,0,0,0,6,24,0,0,0
511492083,0,0,147,206,0,0,0,0
250,64,32,0,0,0,8,0,166
2000,0,0,0,0,0,0,0,0
244,26,144,0,0,0,0,15,212
251,0,14,157,100,0,0,15,199
238,0,0,0,0,0,0,1,23
254,128,8,9,128,0,50,0,208
257,0,0,0,0,31,192,0,183
259,12,0,3,232,0,0,0,120
278,0,0,0,0,0,0,0,10
252,0,0,0,0,0,0,15,177
497,255,0,0,0,0,0,0,0
498,0,64,0,0,0,0,8,178
255,0,29,99,172,117,128,15,169
222,27,28,151,208,7,86,0,0
240,255,192,0,81,95,248,4,17
260,0,0,0,6,0,0,4,23
750,128,224,0,0,0,0,0,0
762,0,13,63,0,0,0,0,0
1054,255,253,255,254,255,0,0,192
256,78,177,214,58,192,0,15,243
496,0,31,224,0,0,0,0,0
1056,255,111,246,255,111,246,48,0
504,64,255,128,0,0,0,3,217
495,136,0,0,0,0,0,6,55
511492083,0,0,147,206,0,0,0,0
511492081,3,68,0,2,0,0,0,5
749,122,0,0,0,0,0,0,0
511492084,42,0,0,0,0,0,0,0
511492077,0,0,0,0,0,0,0,0
511492080,0,0,0,6,24,0,0,0
511492082,255,244,0,0,0,20,0,0
250,64,32,0,0,8,8,0,170
251,0,14,157,100,0,0,0,124
244,26,144,0,0,0,0,0,111
238,0,0,0,0,0,0,2,48
254,128,8,9,128,0,50,1,205
257,0,0,0,0,31,192,1,170
259,12,0,3,232,0,0,1,101
278,0,0,0,0,0,0,1,23
252,0,0,0,0,0,0,0,10
