event_time,pgn,byte_1,byte_2,byte_3,byte_4,byte_5,byte_6,byte_7,byte_8
1723075584,744,50,0,240,0,0,0,0,0
1723075584,773,255,196,0,7,120,0,32,0
1723075584,845,0,35,250,250,0,3,0,30
1723075584,1037,0,0,0,0,0,0,0,3
1723075584,1128,0,5,64,0,0,1,0,192
1723075584,1080,50,50,50,0,0,0,0,0
1723075584,1042,24,0,0,1,0,58,24,0
1723075584,973,255,253,0,0,11,34,96,215
1723075584,813,127,192,1,0,128,0,0,0
1723075584,520,0,0,50,0,12,50,50,50
1723075584,552,50,0,0,25,0,4,0,0
1723075584,749,2,0,0,0,0,0,0,0
1723075584,773,255,196,0,7,105,0,32,0
1723075584,840,0,50,41,50,193,1,68,0
1723075584,909,0,0,0,0,175,34,70,0
1723075584,1101,0,0,0,0,0,0,0,0
1723075584,968,8,0,0,0,0,0,0,0
1723075584,1032,0,0,0,0,0,0,0,0
1723075584,1173,127,0,32,127,0,0,0,0
1723075584,1266,48,192,147,80,95,68,192,20
1723075584,1330,129,166,52,0,0,0,0,0
1723075584,973,255,253,0,0,11,34,96,200
1723075584,781,0,0,0,0,0,0,0,0
1723075584,845,0,35,250,250,0,4,0,30
1723075584,520,0,0,50,0,12,50,50,50
1723075584,552,50,0,0,40,0,4,0,0
1723075584,744,50,0,240,0,0,0,0,0
1723075584,773,255,196,0,7,90,0,32,0
1723075584,1037,0,0,0,0,0,0,0,4
1723075584,952,255,255,205,255,205,205,16,4
1723075584,973,255,253,0,0,11,34,96,185
1723075584,1517,252,252,224,0,0,0,0,0
1723075584,813,127,208,1,0,128,0,0,0
1723075584,520,0,0,50,0,12,50,50,50
1723075584,552,50,0,0,55,0,4,0,0
1723075584,773,255,196,0,7,75,0,32,0
1723075584,114,2,0,0,0,0,0,0,0
1723075584,840,0,50,41,50,193,1,68,0
1723075584,968,8,0,0,0,0,0,0,0
1723075585,1010,0,0,0,0,0,0,0,0
1723075585,1074,129,23,64,0,0,12,57,18
1723075585,1490,0,0,0,0,0,0,0,0
1723075585,1554,0,32,2,6,1,86,0,16
1723075585,973,255,253,0,0,11,34,96,170
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,70,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,60,0,32,0
1723075585,845,0,35,250,250,0,5,0,30
1723075585,1037,0,0,0,0,0,0,0,5
1723075585,1128,0,5,64,0,0,1,0,192
1723075585,1106,0,0,0,3,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,155
1723075585,1069,30,0,166,254,0,0,0,0
1723075585,813,127,208,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,85,0,4,0,0
1723075585,749,243,0,0,0,0,0,0,0
1723075585,773,255,196,0,7,45,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,909,0,0,0,0,175,49,70,0
1723075585,1416,254,0,0,0,0,61,32,6
1723075585,1101,0,0,0,0,0,0,0,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1032,0,0,0,0,0,0,0,0
1723075585,1080,50,50,50,0,0,0,0,0
1723075585,1160,59,0,102,0,0,58,0,0
1723075585,1400,0,0,0,0,0,0,0,0
1723075585,1042,24,0,0,1,0,58,24,0
1723075585,1390,240,32,0,0,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,140
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,100,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,30,0,32,0
1723075585,845,0,35,250,250,0,6,0,30
1723075585,1037,0,0,0,0,0,0,0,6
1723075585,1166,0,0,0,0,0,0,0,0
1723075585,952,255,255,205,255,205,205,32,4
1723075585,1294,0,0,0,2,0,0,255,1
1723075585,1394,80,128,90,224,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,125
1723075585,813,127,192,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,115,0,4,0,0
1723075585,773,255,196,0,7,15,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,110
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,130,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,240,0,32,0
1723075585,845,0,35,250,250,0,7,0,30
1723075585,1037,0,0,0,0,0,0,0,7
1723075585,1128,0,5,64,0,0,1,0,192
1723075585,1010,0,0,0,0,0,0,0,0
1723075585,1074,129,24,64,0,0,12,57,18
1723075585,1426,20,88,0,42,60,17,75,236
1723075585,973,255,253,0,0,11,34,96,95
1723075585,1293,0,0,0,0,0,90,140,205
1723075585,813,127,192,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,145,0,4,0,0
1723075585,749,228,0,0,0,0,0,0,0
1723075585,773,255,196,0,7,225,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,909,0,0,0,0,175,64,70,0
1723075585,1101,0,0,0,0,0,0,0,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1032,0,0,0,0,0,0,0,0
1723075585,1106,0,0,0,3,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,64
1723075585,1069,30,0,151,254,0,0,0,0
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,160,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,210,0,32,0
1723075585,845,0,35,250,250,0,8,0,30
1723075585,1037,0,0,0,0,0,0,0,8
1723075585,952,255,255,205,255,205,205,48,4
1723075585,1080,50,50,50,0,0,0,0,0
1723075585,1042,24,0,0,1,0,58,24,0
1723075585,973,255,253,0,0,11,34,96,49
1723075585,813,127,192,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,191,0,4,0,0
1723075585,773,255,196,0,7,195,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1173,127,0,32,127,0,0,0,0
1723075585,1266,48,192,147,80,95,68,192,20
1723075585,1330,129,166,52,0,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,34
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,206,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,180,0,32,0
1723075585,845,0,35,250,250,0,9,0,30
1723075585,1037,0,0,0,0,0,0,0,9
1723075585,1128,0,5,64,0,0,1,0,192
1723075585,973,255,253,0,0,11,34,96,19
1723075585,813,127,192,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,221,0,4,0,0
1723075585,749,213,0,0,0,0,0,0,0
1723075585,114,0,167,5,227,205,0,0,0
1723075585,773,255,196,0,7,165,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,909,0,0,0,0,175,95,70,0
1723075585,1101,0,0,0,0,0,0,0,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1032,0,0,0,0,0,0,0,0
1723075585,1010,0,0,0,0,0,0,0,0
1723075585,1074,129,25,64,0,0,12,57,18
1723075585,1554,0,32,2,6,1,86,0,16
1723075585,973,255,253,0,0,11,34,96,4
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,236,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,114,0,167,5,227,205,0,0,0
1723075585,773,255,196,0,7,150,0,32,0
1723075585,845,0,35,250,250,0,10,0,30
1723075585,1037,0,0,0,0,0,0,0,10
1723075585,952,255,255,205,255,205,205,64,4
1723075585,1106,0,0,0,3,0,0,0,0
1723075585,1234,57,86,55,0,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,245
1723075585,1069,30,0,136,254,0,0,0,0
1723075585,813,127,208,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,251,0,4,0,0
1723075585,773,255,196,0,7,135,0,32,0
1723075585,114,0,167,5,227,205,0,0,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,1416,254,0,0,0,0,61,32,6
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1080,50,50,50,0,0,0,0,0
1723075585,1160,59,0,102,0,0,58,0,0
1723075585,1400,0,0,0,0,0,0,0,0
1723075585,1042,24,0,0,1,0,58,24,0
1723075585,1390,240,32,0,0,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,230
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,10,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,120,0,32,0
1723075585,114,0,167,5,227,205,0,0,0
1723075585,845,0,35,250,250,0,11,0,30
1723075585,1037,0,0,0,0,0,0,0,11
1723075585,1166,0,0,0,0,0,0,0,0
1723075585,1128,0,5,64,0,0,1,0,192
1723075585,1294,0,0,0,2,0,0,255,3
1723075585,1394,80,128,90,224,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,215
1723075585,813,127,208,1,0,128,0,0,0
1723075585,749,198,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,25,0,4,0,0
1723075585,773,255,196,0,7,105,0,32,0
1723075585,114,0,167,5,227,205,0,0,0
1723075585,168,4,127,207,47,191,0,0,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,909,0,0,0,0,175,110,70,0
1723075585,1101,0,0,0,0,0,0,0,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1032,0,0,0,0,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,200
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,40,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,90,0,32,0
1723075585,845,0,35,250,250,0,12,0,30
1723075585,1037,0,0,0,0,0,0,0,12
1723075585,952,255,255,205,255,205,205,80,4
1723075585,1010,0,0,0,0,0,0,0,0
1723075585,1074,129,26,64,0,0,12,57,18
1723075585,1426,20,88,0,42,60,17,75,233
1723075585,973,255,253,0,0,11,34,96,185
1723075585,1293,0,0,0,0,0,90,140,220
1723075585,813,127,208,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,55,0,4,0,0
1723075585,773,255,196,0,7,75,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1106,0,0,0,3,0,0,0,0
1723075585,1458,0,0,144,128,0,2,0,0
1723075585,973,255,253,0,0,11,34,96,170
1723075585,1069,30,0,121,254,0,0,0,0
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,70,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,60,0,32,0
1723075585,845,0,35,250,250,0,13,0,30
1723075585,1037,0,0,0,0,0,0,0,13
1723075585,1326,255,255,0,0,0,0,0,0
1723075585,1128,0,5,64,0,0,1,0,192
1723075585,1080,50,50,50,0,0,0,0,0
1723075585,1042,24,0,0,1,0,58,24,0
1723075585,973,255,253,0,0,11,34,96,155
1723075585,813,127,192,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,85,0,4,0,0
1723075585,749,183,0,0,0,0,0,0,0
1723075585,773,255,196,0,7,45,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,909,0,0,0,0,175,125,70,0
1723075585,1101,0,0,0,0,0,0,0,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1032,0,0,0,0,0,0,0,0
1723075585,1173,127,0,32,127,0,0,0,0
1723075585,1266,48,192,147,80,95,68,192,20
1723075585,1330,129,166,52,0,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,140
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,100,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,30,0,32,0
1723075585,168,4,127,207,47,191,0,0,0
1723075585,845,0,35,250,250,0,14,0,30
1723075585,1037,0,0,0,0,0,0,0,14
1723075585,1170,86,66,89,72,86,69,0,0
1723075585,952,255,255,205,255,205,205,96,4
1723075585,973,255,253,0,0,11,34,96,125
1723075585,813,127,192,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,115,0,4,0,0
1723075585,773,255,196,0,7,15,0,32,0
1723075585,114,2,0,0,0,0,0,0,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1010,0,0,0,0,0,0,0,0
1723075585,1074,129,27,64,0,0,12,57,18
1723075585,1554,0,32,2,6,1,86,0,16
1723075585,973,255,253,0,0,11,34,96,110
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,130,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,240,0,32,0
1723075585,845,0,35,250,250,0,15,0,30
1723075585,1037,0,0,0,0,0,0,0,15
1723075585,1128,0,5,64,0,0,1,0,192
1723075585,1106,0,0,0,3,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,95
1723075585,1069,30,0,106,254,0,0,0,0
1723075585,813,127,208,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,145,0,4,0,0
1723075585,749,168,0,0,0,0,0,0,0
1723075585,773,255,196,0,7,225,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,909,0,0,0,0,175,140,70,0
1723075585,1416,254,0,0,0,0,61,32,6
1723075585,1101,0,0,0,0,0,0,0,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1032,0,0,0,0,0,0,0,0
1723075585,1080,50,50,50,0,0,0,0,0
1723075585,1160,59,0,102,0,0,58,0,0
1723075585,1400,0,0,0,0,0,0,0,0
1723075585,1042,24,0,0,1,0,58,24,0
1723075585,1390,240,32,0,0,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,64
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,160,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,210,0,32,0
1723075585,845,0,35,250,250,0,0,0,30
1723075585,1037,0,0,0,0,0,0,0,0
1723075585,1166,0,0,0,0,0,0,0,0
1723075585,952,255,255,205,255,205,205,112,4
1723075585,1294,0,0,0,2,0,0,255,5
1723075585,1394,80,128,90,224,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,49
1723075585,813,127,192,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,191,0,4,0,0
1723075585,773,255,196,0,7,195,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,34
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,206,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,180,0,32,0
1723075585,845,0,35,250,250,0,1,0,30
1723075585,1037,0,0,0,0,0,0,0,1
1723075585,1128,0,5,64,0,0,1,0,192
1723075585,1010,0,0,0,0,0,0,0,0
1723075585,1074,129,28,64,0,0,12,57,18
1723075585,1426,20,88,0,42,60,17,75,233
1723075585,973,255,253,0,0,11,34,96,19
1723075585,1293,0,0,0,0,0,90,140,235
1723075585,813,127,192,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,221,0,4,0,0
1723075585,749,153,0,0,0,0,0,0,0
1723075585,773,255,196,0,7,165,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,909,0,0,0,0,175,155,70,0
1723075585,1486,0,0,0,0,0,0,0,0
1723075585,1101,0,0,0,0,0,0,0,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1032,0,0,0,0,0,0,0,0
1723075585,1106,0,0,0,3,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,4
1723075585,1069,30,0,91,254,0,0,0,0
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,236,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,150,0,32,0
1723075585,845,0,35,250,250,0,2,0,30
1723075585,1037,0,0,0,0,0,0,0,2
1723075585,952,255,255,205,255,205,205,128,4
1723075585,1080,50,50,50,0,0,0,0,0
1723075585,1042,24,0,0,1,0,58,24,0
1723075585,973,255,253,0,0,11,34,96,245
1723075585,813,127,192,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,251,0,4,0,0
1723075585,773,255,196,0,7,135,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1173,127,0,32,127,0,0,0,0
1723075585,1266,48,192,147,80,95,68,192,20
1723075585,1330,129,166,52,0,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,230
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,10,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,120,0,32,0
1723075585,845,0,35,250,250,0,3,0,30
1723075585,1037,0,0,0,0,0,0,0,3
1723075585,1128,0,5,64,0,0,1,0,192
1723075585,973,255,253,0,0,11,34,96,215
1723075585,1517,252,252,224,0,0,0,0,0
1723075585,813,127,192,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,25,0,4,0,0
1723075585,749,138,0,0,0,0,0,0,0
1723075585,114,2,0,0,0,0,0,0,0
1723075585,773,255,196,0,7,105,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,909,0,0,0,0,175,170,70,0
1723075585,1101,0,0,0,0,0,0,0,0
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1032,0,0,0,0,0,0,0,0
1723075585,1010,0,0,0,0,0,0,0,0
1723075585,1074,129,29,64,0,0,12,57,18
1723075585,1554,0,32,2,6,1,86,0,16
1723075585,973,255,253,0,0,11,34,96,200
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,40,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,90,0,32,0
1723075585,845,0,35,250,250,0,4,0,30
1723075585,1037,0,0,0,0,0,0,0,4
1723075585,952,255,255,205,255,205,205,144,4
1723075585,1106,0,0,0,3,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,185
1723075585,1069,30,0,76,254,0,0,0,0
1723075585,813,127,192,1,0,128,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,55,0,4,0,0
1723075585,773,255,196,0,7,75,0,32,0
1723075585,840,0,50,41,50,193,1,68,0
1723075585,1416,254,0,0,0,0,61,32,6
1723075585,968,8,0,0,0,0,0,0,0
1723075585,1080,50,50,50,0,0,0,0,0
1723075585,1160,59,0,102,0,0,58,0,0
1723075585,1400,0,0,0,0,0,0,0,0
1723075585,1042,24,0,0,1,0,58,24,0
1723075585,1390,240,32,0,0,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,170
1723075585,781,0,0,0,0,0,0,0,0
1723075585,520,0,0,50,0,12,50,50,50
1723075585,552,50,0,0,70,0,4,0,0
1723075585,744,50,0,240,0,0,0,0,0
1723075585,773,255,196,0,7,60,0,32,0
1723075585,845,0,35,250,250,0,5,0,30
1723075585,1037,0,0,0,0,0,0,0,5
1723075585,1166,0,0,0,0,0,0,0,0
1723075585,1128,0,5,64,0,0,1,0,192
1723075585,1294,0,0,0,2,0,0,255,7
1723075585,1394,80,128,90,224,0,0,0,0
1723075585,973,255,253,0,0,11,34,96,155
1723075585,813,127,192,1,0,128,0,0,0
